Transaction id,Account id,Merchant_id,Device_id,Tansaction amount,Transaction time,Transaction city,Transaction status
TXN_72C00995C5C6410D,ACC_BMWUNU86,MER_B7RH0556,DEV_1FD34ISE,244,2025-03-22 17:06:00,Mumbai,SUCCESS
TXN_3429B37113A8411F,ACC_HJ2SNNSI,MER_J9Z1JCAE,DEV_MEGOFALB,557,2025-03-23 13:30:00,Chennai,SUCCESS
TXN_A48D460A773A447D,ACC_K4YWNDBW,MER_7JL9TXAT,DEV_GBZ51HJN,985,2025-03-24 23:01:00,Mumbai,FAILED
TXN_3FD8EA6DA49E4937,ACC_DN4VRZRQ,MER_BDQOAEOU,DEV_RPIE9GID,3819,2025-03-25 06:33:00,Chennai,SUCCESS
TXN_51C19077891A4165,ACC_5JD51DXD,MER_41XU703S,DEV_V0X3C7H4,1978,2025-03-26 08:07:00,Bangalore,SUCCESS
TXN_DF67A3BABD254F6F,ACC_8B9GSXNJ,MER_SNKB8QH8,DEV_QL9GOONR,648,2025-03-27 22:21:00,Delhi,SUCCESS
TXN_1C0AABAF99674A96,ACC_ZSX5EBEW,MER_W6LLFVEP,DEV_18DPS48I,3175,2025-03-28 20:07:00,Mumbai,SUCCESS
TXN_A2B979669A544B41,ACC_20SQY0A3,MER_3H31XRU0,DEV_T4AD4AI5,3217,2025-03-29 03:29:00,Bangalore,SUCCESS
TXN_2C4456A1BE6F4C64,ACC_8PJPB79K,MER_XEA5578F,DEV_4JX5PVUH,1604,2025-03-30 23:25:00,Hyderabad,SUCCESS
TXN_96E828EBA20B4107,ACC_B492WF5I,MER_P8NU1ETP,DEV_IAX3A4LF,2464,2025-03-31 21:21:00,Chennai,SUCCESS
TXN_AE0C121088D5418F,ACC_AGGK7FOQ,MER_ILPDW0NH,DEV_15M7RBO8,3298,2025-01-01 08:32:00,Delhi,SUCCESS
TXN_E696B8A3AA494E0A,ACC_PA5VRXYZ,MER_2K2GVBNN,DEV_JZBE2HNT,1063,2025-01-02 00:16:00,Chennai,SUCCESS
TXN_9066A8B3BDE248DE,ACC_3B21Q8Z7,MER_P8NU1ETP,DEV_8QTGZCOH,3950,2025-01-03 22:35:00,Hyderabad,SUCCESS
TXN_173CF22DF7E443DE,ACC_VEG2QKPJ,MER_O7JBK1O9,DEV_4KTM8DMM,695,2025-01-04 05:08:00,Bangalore,SUCCESS
TXN_6250E5A24EBA461E,ACC_QFODMDWC,MER_P9WKKTKT,DEV_18DPS48I,2906,2025-01-05 17:10:00,Chennai,SUCCESS
TXN_52B8579191064FDF,ACC_70918CXD,MER_BR40PVMQ,DEV_0EFGUQAZ,3854,2025-01-06 02:09:00,Bangalore,SUCCESS
TXN_A02CC2AB7BE749AC,ACC_0B6YPTZ6,MER_J7MH18F7,DEV_RPIE9GID,3786,2025-01-07 03:27:00,Bangalore,SUCCESS
TXN_78076A933A5C4721,ACC_138CV2KT,MER_Z4RPWISJ,DEV_FSL9ELMQ,1569,2025-01-08 01:23:00,Delhi,SUCCESS
TXN_0F326E5C481641E9,ACC_UGB76HJZ,MER_9R8QJ8D7,DEV_WKZPO3AW,2159,2025-01-09 20:24:00,Delhi,SUCCESS
TXN_217C22CFDBAD4F2D,ACC_RBZP19AK,MER_OLMFRSFP,DEV_XSTOAB1S,809,2025-01-10 12:26:00,Chennai,SUCCESS
TXN_315B6364EDC94D8F,ACC_DNQV56NA,MER_J7MH18F7,DEV_IANTXX6L,1236,2025-01-11 22:02:00,Chennai,SUCCESS
TXN_D7809E1022E24826,ACC_PSXJJH0X,MER_N388G2Q9,DEV_64EH8YF1,3934,2025-01-12 16:19:00,Delhi,SUCCESS
TXN_FE98918C97BB4BC3,ACC_49DL9Q75,MER_EYQ8SVKN,DEV_XIZEC16L,1557,2025-01-13 10:30:00,Delhi,SUCCESS
TXN_298949FFECEA4A90,ACC_K6ASNZEK,MER_ILPDW0NH,DEV_G5I3JRDP,2317,2025-01-14 18:23:00,Bangalore,SUCCESS
TXN_D5267F2F5C1A49C1,ACC_EB3XSWTH,MER_IHMVTPIV,DEV_KQN12VBP,251,2025-01-15 03:58:00,Hyderabad,SUCCESS
TXN_63DA6B955DEB495F,ACC_XM7HRY4B,MER_J9Z1JCAE,DEV_JZBE2HNT,1781,2025-01-16 19:06:00,Mumbai,SUCCESS
TXN_768B3428CCC646BC,ACC_Z3UQJ622,MER_34JY76ZR,DEV_1FD34ISE,3933,2025-01-17 23:50:00,Hyderabad,SUCCESS
TXN_6354D032761E42BA,ACC_UGL8TUES,MER_A1IJOOYN,DEV_VN0TZWO3,2500,2025-01-18 09:30:00,Delhi,SUCCESS
TXN_D1160850FF7A4B07,ACC_DM87RVMV,MER_34JY76ZR,DEV_UL2T0WWW,2205,2025-01-19 11:18:00,Mumbai,SUCCESS
TXN_A0948D5E8B424DBE,ACC_PDBCI6G2,MER_N7CCWCPF,DEV_0V8PAAWD,2888,2025-01-20 15:04:00,Hyderabad,SUCCESS
TXN_ABE2E9A674F44B15,ACC_JAZM4A0Z,MER_1XJ2MALM,DEV_IDB7B4J4,3317,2025-01-21 16:30:00,Chennai,SUCCESS
TXN_3E91409C141C448D,ACC_WN1BCXKX,MER_43HDRCOB,DEV_0EFGUQAZ,2915,2025-01-22 11:21:00,Delhi,SUCCESS
TXN_1C42B980221A4EE7,ACC_0X3MYK1V,MER_XEA5578F,DEV_5IZRGCRN,3796,2025-01-23 01:24:00,Mumbai,SUCCESS
TXN_B5FA66CDA83347BF,ACC_KVOT1BMG,MER_1PPLH73C,DEV_1FD34ISE,1963,2025-01-24 01:50:00,Chennai,SUCCESS
TXN_619D65355C3F4FEF,ACC_Y1KNC2WT,MER_EQ0G8XXQ,DEV_5HUGPFP0,2363,2025-01-25 17:27:00,Mumbai,SUCCESS
TXN_E9AEE4D86CF44B57,ACC_5UU8HPRR,MER_M096Z2VD,DEV_4JX5PVUH,1227,2025-01-26 15:14:00,Mumbai,SUCCESS
TXN_D309E2DB57474F9E,ACC_CKMT3LAC,MER_7NMFFXPH,DEV_W4UOXPNL,3584,2025-01-27 08:12:00,Chennai,SUCCESS
TXN_86839381294F4C7E,ACC_LNESCZ18,MER_V7PU311X,DEV_Q0O663RM,701,2025-01-28 00:45:00,Bangalore,SUCCESS
TXN_87B1197381864DB8,ACC_8ML27HHM,MER_SGCPGE1K,DEV_JI5W8PIF,1188,2025-01-29 04:29:00,Bangalore,SUCCESS
TXN_FC16F8F943F54AFB,ACC_K6ASNZEK,MER_4ARP7RFY,DEV_BM6J8215,1175,2025-01-30 03:50:00,Bangalore,SUCCESS
TXN_E11D06BD8BB34171,ACC_PA5VRXYZ,MER_DE5QU1NQ,DEV_VN0TZWO3,2502,2025-01-31 23:09:00,Chennai,SUCCESS
TXN_4AD096D17FBB48B0,ACC_LETZ9PWH,MER_7CYYDJ39,DEV_6QMZMEN3,782,2025-02-01 07:37:00,Mumbai,SUCCESS
TXN_AF695E01261647D9,ACC_PWDPQGFG,MER_4DSNFREX,DEV_N12M13HW,230332,2025-02-02 19:52:00,Chennai,SUCCESS
TXN_4482DB817EF849B5,ACC_D36PCO35,MER_FY5HRC5L,DEV_JI5W8PIF,1653,2025-02-03 14:05:00,Mumbai,SUCCESS
TXN_002B51AA5AAF47DA,ACC_M38SKJJC,MER_1M2ZQJ2B,DEV_GMJ9H1T1,233151,2025-02-04 23:01:00,Hyderabad,FAILED
TXN_5538731E39FE4827,ACC_L94LYDL5,MER_E7ZYJUU1,DEV_4GDPZ18V,1032,2025-02-05 11:33:00,Mumbai,SUCCESS
TXN_C1A9A4F280824B6E,ACC_I0ZV2IJO,MER_SN8843F1,DEV_W4UOXPNL,3778,2025-02-06 15:36:00,Bangalore,SUCCESS
TXN_DAA87B4FE5014AB3,ACC_KZJVGG1X,MER_1M2ZQJ2B,DEV_Z5L2RQM3,1675,2025-02-07 01:47:00,Mumbai,SUCCESS
TXN_D9300479B5B649D7,ACC_FMI39OD4,MER_UG8SIO26,DEV_NB14T67G,3585,2025-02-08 12:04:00,Delhi,SUCCESS
TXN_0F22BD814A4A4952,ACC_O79YE6A9,MER_AD3OL17Z,DEV_RPIE9GID,1378,2025-02-09 00:15:00,Mumbai,SUCCESS
TXN_A9401822743C4868,ACC_GB1TOJXV,MER_K7W27I4V,DEV_FAZ977Z4,797,2025-02-10 01:14:00,Bangalore,SUCCESS
TXN_5FEA872E971A4923,ACC_W2CWHO3T,MER_WPPBPGIF,DEV_XBR0FGMK,182,2025-02-11 20:26:00,Hyderabad,SUCCESS
TXN_E6FE12572E5740A0,ACC_9MIRSUVZ,MER_2V5779E9,DEV_VAV2V6KN,919,2025-02-12 16:56:00,Hyderabad,SUCCESS
TXN_74E9A6D43B904A9D,ACC_UENT5XKA,MER_ZWMJ94H3,DEV_L98B3D59,3964,2025-02-13 10:30:00,Mumbai,SUCCESS
TXN_7D1F0E3B27184299,ACC_ZX86I14Q,MER_BDQOAEOU,DEV_23ZV2G2I,2820,2025-02-14 23:26:00,Mumbai,FAILED
TXN_ADFA28C0C7054C43,ACC_OD8GERZ8,MER_10WSVRI9,DEV_TMFL6CH5,3092,2025-02-15 19:09:00,Delhi,SUCCESS
TXN_58D1B6AA4E3C4CF5,ACC_EJRJTM53,MER_9R8QJ8D7,DEV_82B9G7QF,2441,2025-02-16 03:02:00,Delhi,SUCCESS
TXN_39D84E3B3F624235,ACC_GE67I2MA,MER_16QCQY99,DEV_5IZRGCRN,1676,2025-02-17 16:17:00,Hyderabad,FAILED
TXN_0370F727EC3D494A,ACC_GE67I2MA,MER_SFPQYYRG,DEV_QL9GOONR,2248,2025-02-18 18:13:00,Hyderabad,SUCCESS
TXN_D65EEE5103944A0B,ACC_TO1Z1V8N,MER_LSIH66C0,DEV_3VDF27XY,544,2025-02-19 21:29:00,Bangalore,SUCCESS
TXN_0FE798C9E5FB4DF9,ACC_9RXTOZ3Q,MER_EDXK3V8R,DEV_3VDF27XY,654,2025-02-20 23:21:00,Mumbai,FAILED
TXN_ED5D7279F29746A3,ACC_6VZ0MQ9R,MER_10WSVRI9,DEV_H8F43741,3766,2025-02-21 18:49:00,Bangalore,SUCCESS
TXN_1568861427E54EE6,ACC_EK9TWAAI,MER_P8NU1ETP,DEV_VN0TZWO3,2302,2025-02-22 22:18:00,Mumbai,SUCCESS
TXN_2CE03C016B194BA6,ACC_5KPYBOQH,MER_1XJ2MALM,DEV_XSTOAB1S,2868,2025-02-23 11:48:00,Hyderabad,SUCCESS
TXN_8E1B882A1D804265,ACC_SFPXDX3B,MER_RLLO5EUE,DEV_18DPS48I,3918,2025-02-24 22:34:00,Chennai,SUCCESS
TXN_382C8C0AA4EE4DF1,ACC_BVK0UCR7,MER_UG8SIO26,DEV_PZY37KMY,1432,2025-02-25 05:12:00,Hyderabad,SUCCESS
TXN_304FAFFA7A4744E4,ACC_0DFX4VBO,MER_FNR55361,DEV_DHFZUBAS,235,2025-02-26 10:37:00,Bangalore,SUCCESS
TXN_479ACF4766C3441D,ACC_2ISPABZ5,MER_P8NU1ETP,DEV_4C2N32P1,523,2025-02-27 10:53:00,Hyderabad,SUCCESS
TXN_F354C00B1E454B79,ACC_65QVPGYP,MER_OQWG7MBA,DEV_JUEMQ27J,3463,2025-02-28 07:53:00,Bangalore,SUCCESS
TXN_AAFFB6F281874C2E,ACC_JCDCBDB6,MER_JQCTQM6Z,DEV_JNZRVCJY,1183,2025-03-01 03:21:00,Bangalore,SUCCESS
TXN_BF5B4DECD2044601,ACC_WV0P2Y7G,MER_ZWMJ94H3,DEV_1GBUHYZJ,1684,2025-03-02 17:49:00,Delhi,SUCCESS
TXN_F75D1804AB0A4EF9,ACC_R473Z7JL,MER_7AOO37Z1,DEV_FY1TDJN1,1071,2025-03-03 10:22:00,Delhi,SUCCESS
TXN_959AE3892AB24F05,ACC_1XX3PFVU,MER_7EVPEHCU,DEV_SEN07LJ8,1324,2025-03-04 07:46:00,Hyderabad,SUCCESS
TXN_532A4FFA5E5F4619,ACC_BEHTZTW0,MER_65D4R7E5,DEV_NB14T67G,3404,2025-03-05 11:38:00,Mumbai,SUCCESS
TXN_16144010DC204406,ACC_8GEYFM5X,MER_54QDKW5K,DEV_0V8PAAWD,3477,2025-03-06 19:12:00,Delhi,SUCCESS
TXN_7A489E3E23B348F7,ACC_LIEGIDCC,MER_2K2GVBNN,DEV_64EH8YF1,2366,2025-03-07 23:02:00,Mumbai,SUCCESS
TXN_06866F677D484F64,ACC_86GLQWWP,MER_BR40PVMQ,DEV_4C2N32P1,3700,2025-03-08 23:30:00,Mumbai,SUCCESS
TXN_A178231DD7F0480D,ACC_IT0YGSV7,MER_7CYYDJ39,DEV_HDZUQIWR,3790,2025-03-09 10:40:00,Chennai,SUCCESS
TXN_DADA9835DCB9402F,ACC_BK4OEXW3,MER_EH1T6RP0,DEV_S9TX7ACN,2616,2025-03-10 06:33:00,Delhi,SUCCESS
TXN_E83CDD807C9B4FB8,ACC_QIWST8L7,MER_Y0KIDG32,DEV_6JHUNNAA,234862,2025-03-11 21:43:00,Hyderabad,SUCCESS
TXN_A15800104E604B33,ACC_OR9IEJY5,MER_QF6XU200,DEV_BM6J8215,2454,2025-03-12 10:31:00,Bangalore,SUCCESS
TXN_CE7C9105D6CD468F,ACC_ZAWJ6ZE0,MER_EM1I22HK,DEV_XBR0FGMK,2703,2025-03-13 08:18:00,Bangalore,SUCCESS
TXN_4C5D4F6B5FD24755,ACC_CYSV8Z5K,MER_YB1AO527,DEV_PZNQ6E5D,3122,2025-03-14 16:56:00,Mumbai,SUCCESS
TXN_1E13008447F448A6,ACC_VVZAQGKM,MER_EM1I22HK,DEV_ZFRMM68H,804,2025-03-15 14:41:00,Chennai,SUCCESS
TXN_FEB2BFF4D09A402A,ACC_1257D0UB,MER_DQMCOB1W,DEV_DQDYP9NF,198,2025-03-16 12:20:00,Delhi,FAILED
TXN_62BCEF16748248FB,ACC_X0K6B57Q,MER_4UR3ZK7F,DEV_0V8PAAWD,1403,2025-03-17 16:08:00,Hyderabad,SUCCESS
TXN_F7A64341BB6D4114,ACC_6JCPYBRB,MER_4ARP7RFY,DEV_3VDF27XY,2289,2025-03-18 11:08:00,Mumbai,FAILED
TXN_D0F51A39971C4112,ACC_Y4YDT7SJ,MER_XEA5578F,DEV_QS1B7EXK,947,2025-03-19 10:42:00,Mumbai,SUCCESS
TXN_5AEAD295E9EC4439,ACC_XFO6RS4L,MER_65D4R7E5,DEV_NB14T67G,1621,2025-03-20 04:22:00,Mumbai,FAILED
TXN_0E781E1C701B4F94,ACC_SLAW3WUM,MER_A4QV3WUV,DEV_VN0TZWO3,1835,2025-03-21 21:37:00,Delhi,SUCCESS
TXN_EC790BCAB8A54279,ACC_C2B6LZ4R,MER_UV8VCNZN,DEV_XBR0FGMK,1909,2025-03-22 01:57:00,Hyderabad,SUCCESS
TXN_23AE3DA0DC6F4980,ACC_39QFT7IC,MER_5OEOA9F9,DEV_FSL9ELMQ,1520,2025-03-23 12:56:00,Hyderabad,SUCCESS
TXN_0B6EF2B0AEA04EC6,ACC_275J3OP3,MER_3SJ6FRWU,DEV_JUEMQ27J,2804,2025-03-24 16:16:00,Chennai,SUCCESS
TXN_EED1FE65C74B4785,ACC_U1R4IAIG,MER_UV8VCNZN,DEV_Z6QPF5GD,3899,2025-03-25 16:55:00,Mumbai,SUCCESS
TXN_FD503958E6324B4B,ACC_KWT87WES,MER_7LRMMTJR,DEV_GME6FNQH,1167,2025-03-26 18:05:00,Chennai,SUCCESS
TXN_9A553D9BC341436A,ACC_35O71S39,MER_BS277OI3,DEV_38KBEMS9,1502,2025-03-27 07:23:00,Hyderabad,SUCCESS
TXN_A07B12D460EA4395,ACC_GN4AR0EF,MER_N4NGE18N,DEV_JZBE2HNT,1478,2025-03-28 08:23:00,Chennai,SUCCESS
TXN_EBED5025D50443B7,ACC_CEJ52233,MER_VPNUVTVF,DEV_GBZ51HJN,139,2025-03-29 04:23:00,Bangalore,SUCCESS
TXN_CF306E66E39E4F4D,ACC_9RXTOZ3Q,MER_EQYJF6N7,DEV_EY7Q2QE8,758,2025-03-30 01:06:00,Hyderabad,FAILED
TXN_CF491489FE2A427E,ACC_HWB8B2X9,MER_HNNYWKIX,DEV_KQN12VBP,3041,2025-03-31 14:21:00,Bangalore,SUCCESS
TXN_17037BF669BC40E6,ACC_S2TPMDK8,MER_SYUF9678,DEV_FP53ZV5T,3373,2025-01-01 10:17:00,Delhi,SUCCESS
TXN_FAA4975EB6324A2D,ACC_OTAEQUHV,MER_74Z1CZZR,DEV_Q0O663RM,138,2025-01-02 09:41:00,Chennai,SUCCESS
TXN_E4C25A5AF794483C,ACC_F0SCYC9L,MER_YB1AO527,DEV_AXZ2H3PK,3463,2025-01-03 04:15:00,Hyderabad,SUCCESS
TXN_9ADE3E8D489D4841,ACC_RTG46SWM,MER_YLKL2LWB,DEV_18DPS48I,3894,2025-01-04 11:13:00,Mumbai,SUCCESS
TXN_78D52EF3E5F746F7,ACC_TPXP87OW,MER_N7CCWCPF,DEV_4KTM8DMM,1325,2025-01-05 11:00:00,Hyderabad,SUCCESS
TXN_F0CD3DD4B91D4358,ACC_YJVZMSNX,MER_3DMH0GPA,DEV_8BOJO0VJ,3625,2025-01-06 18:29:00,Mumbai,FAILED
TXN_B405274A0A444F1B,ACC_ALMCV9RH,MER_EQ0G8XXQ,DEV_V0X3C7H4,1877,2025-01-07 13:36:00,Hyderabad,SUCCESS
TXN_09613B807A0848D1,ACC_WONYAXCG,MER_1U506ESH,DEV_KQN12VBP,1896,2025-01-08 03:25:00,Bangalore,SUCCESS
TXN_86DA0B1A7DF64D00,ACC_24JE6NIN,MER_BE50BO6O,DEV_KAO9ZZ4U,3616,2025-01-09 02:04:00,Mumbai,SUCCESS
TXN_0471CC3A06894283,ACC_EZTWYK2F,MER_79WR9JFQ,DEV_18DPS48I,3339,2025-01-10 10:26:00,Bangalore,SUCCESS
TXN_8A7997B516124887,ACC_8HWRD8Z2,MER_OY899XLU,DEV_V0X3C7H4,656,2025-01-11 06:26:00,Hyderabad,FAILED
TXN_6B2DE460D08D477E,ACC_N3ITKR0Y,MER_BXVEF2PY,DEV_ZFRMM68H,382,2025-01-12 15:16:00,Mumbai,SUCCESS
TXN_4018DB70F904439D,ACC_DM87RVMV,MER_GNKY1SJP,DEV_4C2N32P1,441,2025-01-13 15:05:00,Mumbai,SUCCESS
TXN_372D3F45A19B4583,ACC_7980WSWJ,MER_Q4UOYRA3,DEV_6JHUNNAA,3261,2025-01-14 18:43:00,Chennai,SUCCESS
TXN_089E46B0743F4411,ACC_4NH3NWZU,MER_DQO49H1E,DEV_RZ4BWA38,1822,2025-01-15 18:09:00,Chennai,SUCCESS
TXN_D8FE2FAC02C146B9,ACC_8RKV91YO,MER_XEA5578F,DEV_L98B3D59,2956,2025-01-16 20:32:00,Delhi,SUCCESS
TXN_570C23E4E35B44B9,ACC_HBRNTZHI,MER_SDN3A44X,DEV_4C2N32P1,2044,2025-01-17 00:42:00,Mumbai,FAILED
TXN_4F0A7F88E69E46A8,ACC_OG65DAGH,MER_K7W27I4V,DEV_Q0O663RM,1006,2025-01-18 10:30:00,Delhi,SUCCESS
TXN_162FB45553874ACE,ACC_Y1S2DYHU,MER_Q4UOYRA3,DEV_WY9UM314,3019,2025-01-19 04:37:00,Bangalore,SUCCESS
TXN_CA6565A659674A2C,ACC_P476SR8V,MER_UG8SIO26,DEV_PPJCJ02V,2925,2025-01-20 07:02:00,Bangalore,FAILED
TXN_D9A96DA4149C44CD,ACC_IPMF4PLN,MER_CKNAXPXV,DEV_IHO2VO3I,898,2025-01-21 07:52:00,Hyderabad,SUCCESS
TXN_A9891CA795A74499,ACC_CTX55FVP,MER_2C71ZPCV,DEV_Q0O663RM,3376,2025-01-22 08:12:00,Chennai,SUCCESS
TXN_86D7A0B1ECAE43C0,ACC_V96XNFWS,MER_DU6H1HAI,DEV_QUIHR56U,3389,2025-01-23 04:23:00,Chennai,SUCCESS
TXN_5969DCD3058A47A4,ACC_6O254B6K,MER_DU6H1HAI,DEV_XBR0FGMK,109557,2025-01-24 18:28:00,Delhi,SUCCESS
TXN_0B83D7F3F72E446F,ACC_2BCZ716E,MER_2K2GVBNN,DEV_38KBEMS9,1602,2025-01-25 07:36:00,Hyderabad,SUCCESS
TXN_236240A914BB4970,ACC_33KM3XNQ,MER_9KY4VTBC,DEV_RT7U7J8V,2200,2025-01-26 10:17:00,Hyderabad,SUCCESS
TXN_C68800E5530C4170,ACC_A3SX0KET,MER_RO1HGOAV,DEV_VN0TZWO3,1366,2025-01-27 23:11:00,Bangalore,FAILED
TXN_F1E2F3A32C864B69,ACC_EPMPP67G,MER_DCQTQ8F0,DEV_3X64CVLI,427,2025-01-28 15:29:00,Chennai,SUCCESS
TXN_B47FD1DB7A4B49A6,ACC_0R729X5X,MER_A1IJOOYN,DEV_9GDCFD9L,2298,2025-01-29 01:53:00,Mumbai,SUCCESS
TXN_26E8DB6DACD74F39,ACC_2XUNYEW0,MER_X0HS8V19,DEV_5PMMJIXM,56692,2025-01-30 22:52:00,Mumbai,SUCCESS
TXN_FF6524BC4A0C4490,ACC_RI7NONP4,MER_T9JC19UG,DEV_15M7RBO8,3843,2025-01-31 14:56:00,Chennai,SUCCESS
TXN_02CB5CA209D84792,ACC_TS1WFGRI,MER_OG7HTC4G,DEV_GS6A8AVK,1927,2025-02-01 17:55:00,Chennai,SUCCESS
TXN_9B963E1C4D6D4006,ACC_ZTA3N0HV,MER_10WSVRI9,DEV_MQA20MY6,629,2025-02-02 22:43:00,Chennai,SUCCESS
TXN_35C0E321A5BA4069,ACC_TAOKOCQW,MER_BE50BO6O,DEV_DQDYP9NF,2806,2025-02-03 14:00:00,Bangalore,SUCCESS
TXN_8238B7128F9E403B,ACC_VXA8EVS2,MER_YR5HCX4Y,DEV_AXZ2H3PK,2702,2025-02-04 17:17:00,Hyderabad,SUCCESS
TXN_DA4EC420117A46D9,ACC_HJDXF681,MER_U31POZP0,DEV_SEN07LJ8,590,2025-02-05 11:37:00,Hyderabad,SUCCESS
TXN_B247F5FA683048C8,ACC_C0LWB5VA,MER_BDQOAEOU,DEV_2VVKPZD9,3136,2025-02-06 16:15:00,Bangalore,SUCCESS
TXN_E4BAC6C7EBE74028,ACC_E956W2NM,MER_JTJGNEAY,DEV_KUHR42SG,3420,2025-02-07 17:08:00,Hyderabad,SUCCESS
TXN_02B11E1465EC4BDC,ACC_VR1VY1US,MER_Z71SO1ET,DEV_JZBE2HNT,1912,2025-02-08 07:42:00,Hyderabad,FAILED
TXN_F69D5C37153D4244,ACC_A3SX0KET,MER_65D4R7E5,DEV_Q0O663RM,3539,2025-02-09 15:09:00,Delhi,SUCCESS
TXN_FB44C86EC7E345C7,ACC_6DUD0QK7,MER_2VA2JDWJ,DEV_8QTGZCOH,1059,2025-02-10 03:08:00,Delhi,SUCCESS
TXN_D8876C1D4B864647,ACC_2CVVG8JG,MER_C91O3VA8,DEV_2VVKPZD9,2280,2025-02-11 15:04:00,Delhi,SUCCESS
TXN_844CE314D87F4750,ACC_RISC6I70,MER_79WR9JFQ,DEV_AXZ2H3PK,1648,2025-02-12 02:32:00,Delhi,SUCCESS
TXN_A03399FC8BB54425,ACC_VZAYC2PS,MER_9B0QI757,DEV_O2W8ZJHT,625,2025-02-13 07:19:00,Bangalore,SUCCESS
TXN_5F9408FED83F4233,ACC_1N5Y76GY,MER_N4NGE18N,DEV_KQN12VBP,1341,2025-02-14 16:46:00,Chennai,SUCCESS
TXN_5FFD88D7FFF846A6,ACC_ICRVMXT9,MER_7CYYDJ39,DEV_AXZ2H3PK,3473,2025-02-15 18:52:00,Chennai,SUCCESS
TXN_541AF039BF184547,ACC_VXNL91LE,MER_34JY76ZR,DEV_MQA20MY6,3805,2025-02-16 06:18:00,Bangalore,SUCCESS
TXN_0EE4FA5609334028,ACC_ML1E3SAY,MER_QF6XU200,DEV_S9TX7ACN,1155,2025-02-17 12:03:00,Chennai,SUCCESS
TXN_FC330A29AADD4DCC,ACC_YG3T8KE8,MER_W6LLFVEP,DEV_W6RJNZE4,3661,2025-02-18 11:23:00,Chennai,SUCCESS
TXN_0CC3A416F58547F3,ACC_T057UF1J,MER_DE5QU1NQ,DEV_JNZRVCJY,2130,2025-02-19 14:38:00,Delhi,SUCCESS
TXN_8D1328B976A64E65,ACC_6IL9JJBY,MER_L4EW9N7V,DEV_RT7U7J8V,2684,2025-02-20 16:55:00,Delhi,SUCCESS
TXN_03723D8131454A5E,ACC_VZUP379C,MER_K7W27I4V,DEV_NB14T67G,2584,2025-02-21 06:42:00,Delhi,SUCCESS
TXN_49DEB8E6C3744B38,ACC_BOVKYX7N,MER_JQCTQM6Z,DEV_5UH1QTQP,2858,2025-02-22 05:59:00,Chennai,SUCCESS
TXN_8406D1EEA18D4EAF,ACC_1NJTXKW8,MER_ZWMJ94H3,DEV_SEN07LJ8,3431,2025-02-23 15:09:00,Bangalore,SUCCESS
TXN_97440F3B7FE44A9D,ACC_Z6VQ9PYV,MER_3CETZG10,DEV_0EFGUQAZ,2603,2025-02-24 21:55:00,Chennai,FAILED
TXN_E635E47D226F4F20,ACC_ZMMOKLAT,MER_NPX106TB,DEV_OPWVU7MU,418,2025-02-25 20:26:00,Delhi,SUCCESS
TXN_8A37886230384B0D,ACC_ONDUH4VP,MER_Q4UOYRA3,DEV_TMFL6CH5,3701,2025-02-26 09:36:00,Chennai,SUCCESS
TXN_CD9EF75257704C4E,ACC_61DA8KP6,MER_L4EW9N7V,DEV_O2W8ZJHT,2741,2025-02-27 02:53:00,Mumbai,SUCCESS
TXN_8883AE998F4A4691,ACC_BK4OEXW3,MER_3NVA5ZIX,DEV_HGJOSCAT,2513,2025-02-28 04:31:00,Hyderabad,SUCCESS
TXN_95CD979CB4C848E4,ACC_VA8IRGGB,MER_EDXK3V8R,DEV_6QMZMEN3,3446,2025-03-01 13:25:00,Mumbai,SUCCESS
TXN_C8AFF2369562400D,ACC_MT6JW01A,MER_B7RH0556,DEV_PPJCJ02V,2658,2025-03-02 02:24:00,Delhi,SUCCESS
TXN_1317B82A37F64851,ACC_QNZ4BUQE,MER_1XJ2MALM,DEV_HGJOSCAT,3483,2025-03-03 05:35:00,Bangalore,SUCCESS
TXN_A9F43C25D1734779,ACC_5VB6KNDU,MER_OY899XLU,DEV_M1LFFUMY,635,2025-03-04 18:51:00,Bangalore,SUCCESS
TXN_7C84ECA0C8424BB4,ACC_LVO8JU08,MER_SNKB8QH8,DEV_8QTGZCOH,352,2025-03-05 18:14:00,Chennai,SUCCESS
TXN_E8E2C6276BB240BC,ACC_QYP7ADVO,MER_JVMR1CD1,DEV_TMFL6CH5,3866,2025-03-06 13:06:00,Chennai,FAILED
TXN_59E573FABEBD46C6,ACC_9L66A3J2,MER_HPUMIOTE,DEV_4C2N32P1,428,2025-03-07 23:58:00,Chennai,SUCCESS
TXN_58F8C501520B44AF,ACC_AGS6H5RT,MER_1PPLH73C,DEV_VN0TZWO3,2222,2025-03-08 02:58:00,Delhi,SUCCESS
TXN_4E1274F80553483A,ACC_CTX55FVP,MER_6B3KITGV,DEV_W4UOXPNL,3458,2025-03-09 20:35:00,Bangalore,SUCCESS
TXN_689601C5EA2843DB,ACC_ALMCV9RH,MER_BU0RFEKO,DEV_BM6J8215,1641,2025-03-10 07:15:00,Mumbai,SUCCESS
TXN_B856BD4515BD480F,ACC_CR0EQXPW,MER_2VUH5Q1T,DEV_GME6FNQH,3865,2025-03-11 14:33:00,Hyderabad,SUCCESS
TXN_A700235E01624EA9,ACC_NC2HMKOZ,MER_Q4UOYRA3,DEV_JZBE2HNT,1258,2025-03-12 16:44:00,Chennai,SUCCESS
